event_id,zone_id,latitude,longitude,temperature,humidity,rainfall,animal_density_score,distance_to_road,distance_to_water,distance_to_ranger_station,elevation,hour,month,season,species,historical_incident_count,acoustic_risk,poaching_incident
evt_e2e63bcc,ZONE_B05,-2.20853,35.42515,21.6,61.1,0.0,35,10198.6,25035.5,52626.9,1349.3,5,7,Dry,Zebra,5,0.18,0
evt_0e064dac,ZONE_C03,-2.02633,35.01405,20.3,60.0,0.0,39,30434.0,28282.0,3317.9,1583.2,5,7,Dry,Elephant,3,0.23,0
evt_b76e321b,ZONE_C03,-2.0461,34.96421,23.6,57.6,0.0,33,28238.1,31294.2,6488.2,1497.2,6,7,Dry,Lion,3,0.24,0
evt_59a0379d,ZONE_C01,-1.92829,34.60469,23.4,54.6,0.0,31,10592.1,19100.4,44648.5,1360.5,6,7,Dry,Zebra,1,0.17,0
evt_b491d6d7,ZONE_B03,-2.27751,35.03804,27.6,50.7,0.0,25,2633.2,19952.7,31146.3,1420.8,8,7,Dry,Zebra,3,0.27,0
evt_3fc1403b,ZONE_C03,-1.97237,35.07273,26.6,53.9,0.0,35,36431.3,28994.7,8646.3,1478.7,8,7,Dry,Zebra,3,0.21,0
evt_920c1b91,ZONE_D02,-1.78004,34.84678,24.7,47.5,0.0,31,16325.9,5653.4,29801.8,1402.4,8,7,Dry,Zebra,1,0.24,0
evt_fade83cb,ZONE_C03,-2.00618,35.02675,27.4,52.3,0.0,38,32674.6,28898.2,3051.4,1575.8,8,7,Dry,Rhino,3,0.2,0
evt_f6672ed9,ZONE_E05,-1.60918,35.33105,28.4,48.0,0.0,38,70146.1,62721.3,7732.0,1312.6,9,7,Dry,Zebra,14,0.18,0
evt_f9ff6950,ZONE_C03,-2.01388,35.04131,26.4,46.3,0.0,37,31833.0,27189.0,4843.1,1577.5,9,7,Dry,Zebra,3,0.17,0
evt_92896db8,ZONE_A03,-2.41725,35.0911,26.2,47.2,0.0,39,13038.1,27018.0,47487.7,1319.5,9,7,Dry,Zebra,6,0.16,0
evt_fcafa078,ZONE_D02,-1.84874,34.8508,29.6,42.5,0.0,36,16760.2,7826.0,23618.2,1402.3,10,7,Dry,Buffalo,1,0.17,0
evt_81b705b2,ZONE_D02,-1.83419,34.77243,27.8,53.1,0.0,35,8094.8,4883.2,31297.2,1412.5,10,7,Dry,Zebra,1,0.18,0
evt_1dc306b1,ZONE_A03,-2.35978,35.06687,29.7,43.8,0.0,34,6666.3,23117.8,40689.8,1407.4,11,7,Dry,Buffalo,6,0.13,0
evt_89326b49,ZONE_C04,-2.00991,35.25107,32.4,39.9,0.0,32,32259.7,21885.7,27922.4,1458.4,13,7,Dry,Zebra,6,0.22,0
evt_11b4a7d2,ZONE_C03,-2.05239,34.9716,31.8,45.5,0.0,35,27534.5,30224.3,6624.8,1616.3,13,7,Dry,Zebra,3,0.26,0
evt_62b461ff,ZONE_B02,-2.18093,34.83337,35.2,39.2,0.0,35,13261.7,27448.2,27342.5,1405.2,13,7,Dry,Lion,22,0.18,0
evt_c8d26a2d,ZONE_B05,-2.24835,35.39676,33.8,41.4,0.0,36,5745.1,22513.5,52021.9,1319.1,14,7,Dry,Elephant,5,0.26,0
evt_efdb58a8,ZONE_C03,-2.01463,34.90055,31.3,39.0,0.0,33,22291.6,26352.2,11170.8,1446.5,15,7,Dry,Lion,3,0.18,0
evt_48426466,ZONE_C04,-2.06901,35.22624,33.1,43.3,0.0,31,25702.4,14854.8,26286.0,1403.0,16,7,Dry,Zebra,6,0.14,0
evt_a2a03aad,ZONE_B01,-2.29552,34.55851,31.5,39.9,0.7,17,582.7,22224.1,12499.0,1258.6,16,7,Dry,None Detected,29,0.41,0
evt_551ec787,ZONE_D02,-1.76089,34.78605,30.6,48.1,0.0,39,9576.4,4616.5,35668.6,1369.0,17,7,Dry,Zebra,1,0.26,0
evt_37b45392,ZONE_C03,-2.02904,35.00638,29.7,43.9,0.0,40,30132.3,28709.7,3306.2,1612.2,17,7,Dry,Buffalo,3,0.23,0
evt_0edd86b0,ZONE_A04,-2.30587,35.11305,27.8,49.9,0.0,13,658.4,15228.5,36256.5,1409.0,18,7,Dry,None Detected,0,0.41,0
evt_ee5c8136,ZONE_D02,-1.87741,34.8388,28.4,40.6,0.0,37,15466.7,9627.8,22510.3,1431.2,19,7,Dry,Rhino,1,0.18,0
evt_fefa8786,ZONE_D04,-1.7016,35.27541,28.9,51.5,0.0,36,63955.5,53959.9,17871.6,1327.7,19,7,Dry,Zebra,11,0.17,0
evt_209b51f8,ZONE_A04,-2.32528,35.12493,27.9,52.7,0.0,24,2939.7,16237.3,38742.2,1343.0,19,7,Dry,Lion,0,0.27,0
evt_82afe8c2,ZONE_D02,-1.74008,34.85605,20.9,59.7,0.0,37,17352.7,9121.9,33034.2,1416.2,23,7,Dry,Lion,1,0.32,0
evt_1a8529b3,ZONE_C01,-2.0844,34.60017,22.5,60.0,0.0,44,11123.9,1734.9,35093.3,1334.6,23,7,Dry,Elephant,1,0.42,0
evt_bf8fc9be,ZONE_C03,-1.99227,34.90697,21.8,62.1,0.0,38,23002.0,24462.4,10373.6,1524.7,0,7,Dry,Zebra,3,0.32,0
evt_9839e720,ZONE_C03,-2.0193,35.03904,22.6,58.3,0.0,37,31226.3,26900.5,4839.9,1578.8,2,7,Dry,Buffalo,3,0.38,0
evt_e61512c0,ZONE_D02,-1.81536,34.84516,19.7,60.6,0.0,38,16165.8,5301.9,26788.6,1441.2,3,7,Dry,Lion,1,0.4,0
evt_9bb53b24,ZONE_C03,-2.0549,35.01304,21.3,56.4,1.5,31,27256.1,26304.8,6273.7,1463.8,4,7,Dry,Zebra,3,0.39,0
evt_65ca0303,ZONE_C03,-2.07843,35.06645,20.9,54.6,0.0,39,24643.6,20073.7,11427.3,1526.2,5,7,Dry,Buffalo,3,0.28,0
evt_c51f0fed,ZONE_C03,-1.97686,34.99857,23.5,55.9,0.0,39,33189.7,29558.8,2578.0,1580.5,7,7,Dry,Zebra,3,0.18,0
evt_ba48574c,ZONE_C03,-2.00288,35.07624,25.3,51.2,0.0,39,33043.0,25876.3,8478.0,1476.5,8,7,Dry,Lion,3,0.22,0
evt_6086c9b8,ZONE_C02,-1.90986,34.74064,27.7,51.6,,31,4520.9,13883.6,30515.1,1442.8,8,7,Dry,Zebra,6,0.27,0
evt_1fbbe91b,ZONE_B04,-2.24104,35.16243,27.9,47.5,0.3,34,6637.9,6184.8,32313.5,1399.3,9,7,Dry,Lion,1,0.11,0
evt_d8fc20df,ZONE_A03,-2.30518,35.08757,30.7,38.2,0.0,14,746.1,17112.5,35302.0,1334.4,12,7,Dry,None Detected,6,0.36,1
evt_98de5c64,ZONE_A04,-2.32385,35.13434,28.1,37.8,0.0,24,2658.5,15584.3,38981.7,1349.0,13,7,Dry,Zebra,0,0.18,0
evt_3c90ba46,ZONE_E01,-1.57676,34.59601,31.9,38.5,,31,11571.3,33619.0,65044.7,1286.3,13,7,Dry,Buffalo,0,0.17,0
evt_0722ff2b,ZONE_B03,-2.24802,35.07508,31.0,37.4,0.0,34,5793.9,14872.1,28812.9,1487.7,14,7,Dry,Zebra,3,0.13,0
evt_cbe17d97,ZONE_E05,-1.51831,35.44451,32.3,34.5,0.0,33,82757.5,78185.0,10343.5,1251.5,15,7,Dry,Zebra,14,0.17,0
evt_3841a85c,ZONE_D02,-1.72012,34.76677,30.9,40.9,7.7,35,7437.2,9619.1,40501.4,1340.2,15,7,Dry,Zebra,1,0.22,0
evt_9e7eb2ec,ZONE_C03,-2.05529,35.04225,33.0,43.0,0.0,36,27228.5,23794.8,7735.4,1541.5,16,7,Dry,Buffalo,3,0.25,0
evt_bf1f8dc4,ZONE_D03,-1.81513,34.96661,34.6,43.7,0.0,39,29648.2,18593.7,20888.6,1514.3,16,7,Dry,Zebra,1,0.22,0
evt_fd00a07f,ZONE_A04,-2.30278,35.11815,27.9,38.6,0.0,21,725.7,14605.1,36136.9,1370.5,18,7,Dry,Zebra,0,0.34,1
evt_6c9c0762,ZONE_C03,-1.98223,35.05849,29.3,41.6,0.0,37,35343.9,28872.2,6793.9,1529.9,18,7,Dry,Buffalo,3,0.18,0
evt_b8abb7ad,ZONE_C02,-1.98816,34.88824,27.1,49.5,0.4,38,20919.5,23106.9,12489.2,1507.4,20,7,Dry,Buffalo,6,0.42,0
evt_0e027838,ZONE_D02,-1.8442,34.78899,27.1,51.4,0.0,31,9894.7,5064.8,29155.4,1397.7,21,7,Dry,Zebra,1,0.28,0
evt_024fe5bd,ZONE_D03,-1.89306,34.99975,24.8,50.8,0.0,30,33318.1,24493.0,11891.8,1495.8,21,7,Dry,Buffalo,1,0.36,0
evt_c1f82edb,ZONE_D02,-1.84525,34.7135,20.9,52.8,0.0,23,1511.6,10851.2,36191.9,1406.1,0,7,Dry,Buffalo,1,0.38,0
evt_812b4b9d,ZONE_B05,-2.17109,35.46444,21.5,62.8,0.0,37,14345.5,29557.9,55003.7,1301.1,0,7,Dry,Zebra,5,0.41,0
evt_3d388d33,ZONE_B03,-2.22897,35.09133,19.6,63.0,0.0,37,7898.8,12497.3,27407.8,1405.4,1,7,Dry,Zebra,3,0.31,0
evt_dd48d466,ZONE_A02,-2.32553,34.73669,21.4,54.1,0.0,29,2982.3,29318.5,17296.5,1370.4,1,7,Dry,Elephant,26,0.36,1
evt_15312dfb,ZONE_C02,-2.02312,34.86606,19.1,61.7,0.0,39,18472.4,25872.9,15104.5,1441.9,3,7,Dry,Buffalo,6,0.31,0
evt_d05a587c,ZONE_D02,-1.86335,34.71034,21.6,60.3,0.0,25,1232.7,12202.4,35596.2,1369.2,3,7,Dry,Elephant,1,0.52,1
evt_75ea720d,ZONE_D02,-1.83214,34.78652,21.9,59.4,0.0,33,9636.3,3874.8,30186.6,1352.9,3,7,Dry,Zebra,1,0.39,0
evt_a448a262,ZONE_D02,-1.86882,34.78031,21.0,58.3,0.0,34,8926.5,7959.7,28440.1,1396.0,4,7,Dry,Rhino,1,0.33,0
evt_a37b23a4,ZONE_C03,-2.03701,34.91004,20.2,59.7,0.0,40,23351.7,29053.8,10810.8,1503.1,4,7,Dry,Elephant,3,0.29,0
evt_36fd671b,ZONE_D02,-1.81535,34.82924,24.2,57.6,0.0,37,14399.8,3670.3,27959.2,1403.3,5,7,Dry,Zebra,1,0.26,0
evt_55df1700,ZONE_C03,-2.04218,34.98887,23.8,53.2,0.0,34,28668.5,29297.5,4850.5,1547.0,6,7,Dry,Zebra,3,0.26,0
evt_620cfc6e,ZONE_B05,-2.13466,35.37982,22.6,56.9,0.0,33,18386.6,21260.7,44783.9,1354.5,6,7,Dry,Zebra,5,0.12,0
evt_f436573d,ZONE_A05,-2.47557,35.4885,22.1,56.4,0.0,35,19547.4,44343.4,75778.8,1239.2,6,7,Dry,Buffalo,7,0.21,0
evt_476291af,ZONE_C02,-1.97961,34.88953,22.7,52.3,0.0,37,21092.3,22312.6,12484.2,1513.8,6,7,Dry,Buffalo,6,0.27,0
evt_18a2bf08,ZONE_D02,-1.78921,34.84061,27.2,44.6,0.0,32,15632.3,4670.2,29379.7,1391.4,9,7,Dry,Zebra,1,0.21,0
evt_089ae46d,ZONE_B04,-2.19286,35.17198,26.4,48.7,0.0,42,11914.1,3212.9,28724.9,1432.4,9,7,Dry,Zebra,1,0.22,0
evt_c14dc57b,ZONE_C03,-2.04534,35.01315,32.0,40.3,0.0,39,28318.8,26960.1,5249.0,1553.6,13,7,Dry,Zebra,3,0.19,0
evt_ea8b4ca4,ZONE_E02,-1.67694,34.83167,29.8,44.4,0.0,38,14654.4,14129.0,40501.5,1343.1,14,7,Dry,Zebra,7,0.24,0
evt_ac120d48,ZONE_D02,-1.75433,34.79493,32.0,41.3,0.0,40,10602.9,5109.9,35576.1,1340.4,14,7,Dry,Zebra,1,0.28,0
evt_227c3d0a,ZONE_A02,-2.31186,34.719,30.2,44.3,0.0,19,1453.2,27014.8,16457.2,1348.9,16,7,Dry,Zebra,26,0.31,1
evt_d2f836ff,ZONE_E02,-1.67365,34.78206,29.8,38.7,0.0,34,9188.4,14190.3,43629.5,1344.2,16,7,Dry,Zebra,7,0.19,0
evt_0676e6f5,ZONE_A04,-2.30561,35.10148,28.8,43.2,0.0,17,1239.8,16054.4,35804.5,1422.7,18,7,Dry,None Detected,0,0.25,0
evt_601cf5de,ZONE_C01,-2.00852,34.69603,23.9,52.4,0.0,19,479.3,14742.5,33792.6,1433.2,21,7,Dry,Lion,1,0.57,1
evt_56540a70,ZONE_E02,-1.60284,34.79251,23.3,49.4,0.0,39,10282.7,21939.2,49820.8,1315.9,21,7,Dry,Zebra,7,0.33,0
evt_d8f7e419,ZONE_C03,-2.03638,34.93452,24.8,52.8,0.0,33,26068.8,30238.0,8325.3,1461.0,21,7,Dry,Buffalo,3,0.38,0
evt_de80119b,ZONE_A03,-2.49897,34.97275,24.6,56.7,0.0,35,22127.7,41744.7,42847.3,1341.3,22,7,Dry,Elephant,6,0.32,0
evt_3d912d0f,ZONE_D02,-1.81958,34.8879,19.4,60.6,0.0,33,20897.3,10009.0,23614.8,1419.2,23,7,Dry,Zebra,1,0.28,0
evt_0b4cf38f,ZONE_E01,-1.56343,34.68781,20.7,57.9,0.0,21,1377.5,29111.4,59669.7,1294.1,23,7,Dry,Zebra,0,0.47,1
evt_d0e3734c,ZONE_C03,-2.02728,35.03893,21.7,54.2,0.0,35,30338.9,26251.9,5284.2,1591.0,23,7,Dry,Lion,3,0.35,0
evt_458d00fb,ZONE_C03,-2.04512,34.97591,22.7,56.2,0.0,38,28350.5,30276.2,5686.9,1562.4,23,7,Dry,Zebra,3,0.3,0
evt_3402f56d,ZONE_C03,-1.91705,34.93316,21.8,59.4,0.0,31,25930.3,19708.1,11842.6,1531.9,0,7,Dry,Zebra,3,0.38,0
evt_5e3cc7f0,ZONE_B03,-2.1502,34.9735,21.1,57.1,0.0,32,16663.6,25769.9,16958.8,1505.1,0,7,Dry,Buffalo,3,0.3,0
evt_dde77f17,ZONE_B02,-2.27467,34.71713,20.0,54.2,0.0,22,1905.8,23380.0,19067.4,1344.2,1,7,Dry,Rhino,22,0.4,1
evt_63cc7260,ZONE_D02,-1.84373,34.72118,21.4,61.9,0.0,23,2380.7,10019.3,35525.4,1400.4,2,7,Dry,Buffalo,1,0.39,1
evt_91b8d244,ZONE_C03,-2.02088,34.95633,23.7,62.2,,36,28504.9,30084.3,5380.2,1557.6,2,7,Dry,Buffalo,3,0.31,0
evt_d80d50bc,ZONE_C03,-1.98918,35.00583,20.8,60.6,0.0,32,33986.1,31076.9,1365.9,1604.1,2,7,Dry,Zebra,3,0.34,0
evt_f02ea9c7,ZONE_D02,-1.79289,34.81092,23.7,55.9,0.0,52,12353.9,1448.8,31175.3,1403.1,4,7,Dry,Elephant,1,0.33,0
evt_f9b6dc5c,ZONE_A01,-2.38505,34.58469,20.7,57.8,0.0,37,9462.9,31741.4,2378.2,1337.9,4,7,Dry,Zebra,18,0.29,0
evt_349ca89e,ZONE_C03,-2.07298,34.95136,20.2,64.4,13.7,34,25244.4,31028.7,9750.6,1482.8,5,7,Dry,Buffalo,3,0.16,0
evt_5887b10c,ZONE_D01,-1.87857,34.67941,23.9,50.8,0.0,32,2506.2,15998.4,38100.7,1356.7,7,7,Dry,Zebra,7,0.23,0
evt_7bcefbf9,ZONE_A04,-2.30633,35.19263,26.6,53.3,0.0,20,717.0,11851.3,40228.7,1359.2,7,7,Dry,Zebra,0,0.31,0
evt_1ef2917e,ZONE_D01,-1.78599,34.60315,25.3,48.2,0.0,33,10763.7,21933.1,50113.9,1333.2,8,7,Dry,Buffalo,7,0.18,0
evt_082a2f07,ZONE_C03,-1.98145,34.94153,25.8,50.9,0.0,31,26857.1,25582.9,6816.9,1504.7,9,7,Dry,Buffalo,3,0.21,0
evt_98a4545c,ZONE_D02,-1.85593,34.75437,29.1,49.2,0.0,38,6124.8,8024.4,31650.9,1374.0,9,7,Dry,Elephant,1,0.18,0
evt_66ee954d,ZONE_A04,-2.45276,35.16074,28.4,49.7,0.0,34,17007.4,28441.9,53418.6,1321.5,11,7,Dry,Buffalo,0,0.12,0
evt_78099337,ZONE_A04,-2.34322,35.14608,32.8,43.9,0.0,32,4867.8,17014.6,41472.6,1341.1,13,7,Dry,Buffalo,0,0.21,0
evt_07dff24d,ZONE_E02,-1.58259,34.81647,30.9,42.6,0.0,38,12946.9,24243.8,50697.7,1276.5,13,7,Dry,Zebra,7,0.26,0
evt_dffc5f63,ZONE_C03,-1.97801,34.96735,31.4,42.5,0.0,30,29726.2,27160.5,4375.2,1551.6,14,7,Dry,Zebra,3,0.12,0
evt_cf33b4a8,ZONE_E02,-1.53696,34.89554,31.4,43.5,0.0,35,21739.3,31117.0,52780.8,1285.7,16,7,Dry,Buffalo,7,0.15,0
evt_f3ca6669,ZONE_C03,-2.02733,34.95126,26.5,46.9,0.0,37,27923.3,30357.0,6211.1,1565.9,19,7,Dry,Buffalo,3,0.13,0
evt_fe1c6907,ZONE_A02,-2.40774,34.75937,25.5,49.1,0.0,38,6684.5,38529.2,17726.0,1331.3,20,7,Dry,Zebra,26,0.3,0
evt_1aaab07f,ZONE_D02,-1.79908,34.75483,27.5,46.9,0.0,39,6143.9,5021.2,35235.2,1408.1,20,7,Dry,Zebra,1,0.32,0
evt_f5c644c7,ZONE_A04,-2.31408,35.13516,26.5,46.8,0.0,23,1590.3,14588.0,38016.5,1376.4,21,7,Dry,Buffalo,0,0.43,0
evt_815e1061,ZONE_B03,-2.22008,35.01657,23.3,55.9,0.0,38,8914.5,20503.1,24541.3,1398.2,23,7,Dry,Lion,3,0.38,1
evt_c2ed5ce0,ZONE_C05,-2.09784,35.32066,23.5,55.3,0.0,30,22484.2,17572.6,37256.8,1278.6,0,7,Dry,Buffalo,7,0.32,0
evt_f6dbe024,ZONE_A05,-2.32593,35.39249,20.9,57.2,0.0,27,2946.8,25563.9,56705.3,1346.0,0,7,Dry,Elephant,7,0.36,1
evt_cd96bc60,ZONE_C03,-2.03223,35.03791,19.2,58.5,0.0,30,29786.2,25931.2,5531.0,1540.4,1,7,Dry,Zebra,3,0.36,0
evt_37c84b3a,ZONE_E02,-1.6879,34.85858,20.0,53.9,0.0,32,17631.8,14063.3,38097.6,1302.9,1,7,Dry,Zebra,7,0.35,0
evt_6e5d990d,ZONE_A03,-2.35543,35.06856,22.5,57.2,0.0,36,6171.6,22627.0,40249.2,1408.8,1,7,Dry,Zebra,6,0.33,0
evt_bfad4ca1,ZONE_D02,-1.83894,34.77452,24.9,44.5,0.0,30,8329.8,5173.3,30800.1,1417.4,7,7,Dry,Zebra,1,0.15,1
evt_0b438452,ZONE_B04,-2.26874,35.10151,28.1,49.7,0.0,31,3638.9,13347.7,31940.2,1441.7,7,7,Dry,Rhino,1,0.2,0
evt_f6247fda,ZONE_D01,-1.89423,34.62802,28.3,55.0,0.4,34,8031.2,21796.4,42978.5,1364.9,8,7,Dry,Buffalo,7,0.17,0
evt_a179385e,ZONE_D05,-1.72716,35.3772,27.8,52.3,0.0,31,63697.5,56144.8,14364.2,1344.9,8,7,Dry,Zebra,16,0.12,0
evt_85b13367,ZONE_D02,-1.77197,34.75332,24.7,52.4,0.0,36,5972.1,6052.3,37342.7,1357.5,8,7,Dry,Lion,1,0.15,0
evt_8384e2c7,ZONE_B03,-2.28926,35.08135,28.5,42.9,0.0,26,1625.2,16501.8,33410.3,1410.1,9,7,Dry,Elephant,3,0.31,0
evt_5b35feee,ZONE_D02,-1.81092,34.83332,26.0,46.7,0.0,40,14827.1,3897.3,28021.0,1471.1,9,7,Dry,Buffalo,1,0.27,0
evt_a902f735,ZONE_C03,-1.9462,35.00729,26.9,44.5,0.0,38,34150.5,28195.7,6036.5,1574.1,10,7,Dry,Buffalo,3,0.14,0
evt_feafa620,ZONE_E01,-1.63142,34.52016,29.7,41.8,,33,20014.0,36314.5,67257.9,1277.4,10,7,Dry,Elephant,0,0.13,0
evt_f5418e28,ZONE_D02,-1.80411,34.84934,29.7,49.4,0.0,41,16598.9,5502.4,27474.0,1376.3,10,7,Dry,Buffalo,1,0.15,0
evt_e208ae6e,ZONE_B02,-2.17282,34.83957,27.4,46.5,0.0,31,14165.3,27824.8,26212.5,1456.2,10,7,Dry,Lion,22,0.14,0
evt_73986200,ZONE_C04,-2.07418,35.28977,31.8,41.0,0.0,36,25119.0,17181.9,33239.8,1391.1,13,7,Dry,Lion,6,0.25,0
evt_8d9d43b9,ZONE_D02,-1.82629,34.8262,31.6,38.4,0.0,42,14025.9,4126.0,27316.1,1419.5,16,7,Dry,Lion,1,0.26,0
evt_285feff7,ZONE_A01,-2.44215,34.50639,31.5,42.2,0.0,32,15822.0,39441.0,11406.5,1216.9,16,7,Dry,Elephant,18,0.24,0
evt_3f36580a,ZONE_C03,-2.02624,34.90911,29.2,45.0,0.0,33,23242.8,27927.0,10513.1,1454.2,17,7,Dry,Elephant,3,0.23,0
evt_b2a1693e,ZONE_B04,-2.26559,35.12493,28.6,48.4,0.0,32,3921.0,11080.0,32632.5,1394.6,19,7,Dry,Zebra,1,0.2,0
evt_be8406e3,ZONE_C03,-1.91438,34.99357,28.0,41.6,0.0,38,32632.9,24991.6,9546.8,1495.8,19,7,Dry,Zebra,3,0.22,0
evt_e250e53f,ZONE_A04,-2.38345,35.20957,26.9,59.0,0.0,33,9294.4,20426.8,48582.2,1340.4,21,7,Dry,Zebra,0,0.36,0
evt_4c7ff79a,ZONE_A04,-2.35401,35.18086,21.5,61.1,0.0,37,6061.6,17256.8,44197.1,1376.7,23,7,Dry,Zebra,0,0.31,1
evt_f2328c83,ZONE_D02,-1.7638,34.78568,23.1,51.3,0.0,34,9524.7,4328.3,35455.6,1363.2,23,7,Dry,Zebra,1,0.34,0
evt_43e8d12b,ZONE_E03,-1.52782,35.09907,22.3,57.7,0.0,39,44366.7,44955.2,34398.8,1326.7,23,7,Dry,Zebra,6,0.36,0
evt_d0b34168,ZONE_D02,-1.85773,34.74005,21.2,56.6,0.0,30,4578.0,9251.8,32936.2,1387.2,2,7,Dry,Zebra,1,0.38,1
evt_60860e8e,ZONE_C02,-1.96919,34.88542,23.5,58.4,0.0,36,20606.1,21072.9,13185.4,1585.9,3,7,Dry,Zebra,6,0.31,0
evt_0a261e96,ZONE_A03,-2.31519,35.08912,19.4,56.8,0.0,23,1716.2,17772.2,36419.9,1360.5,3,7,Dry,Zebra,6,0.49,1
evt_e76559ef,ZONE_A04,-2.3875,35.22423,19.0,57.8,0.0,33,9792.3,21022.3,49772.9,1309.7,3,7,Dry,Buffalo,0,0.31,0
evt_fdacf7e5,ZONE_C03,-1.95918,35.04923,19.9,57.0,0.0,34,37897.7,31587.3,7108.1,1527.3,4,7,Dry,Elephant,3,0.34,0
evt_be106d5d,ZONE_A04,-2.33601,35.10027,20.8,63.3,0.0,32,4112.1,18748.3,38988.2,1401.4,5,7,Dry,Elephant,0,0.18,0
evt_6d564d6f,ZONE_A04,-2.35119,35.15086,24.5,53.2,0.0,37,5697.0,17675.6,42495.9,1339.0,6,7,Dry,Zebra,0,0.14,0
evt_cbfe077c,ZONE_A03,-2.35286,35.05596,30.9,42.2,0.0,36,5903.6,23345.9,39726.1,1385.9,11,7,Dry,Elephant,6,0.15,1
evt_fb530d31,ZONE_B04,-2.19517,35.15149,30.0,38.6,0.0,35,11657.9,5416.4,27465.6,1416.7,11,7,Dry,Zebra,1,0.26,0
evt_f6c10444,ZONE_D05,-1.71138,35.49476,30.7,47.2,0.0,33,65453.9,63442.4,16258.0,1297.4,12,7,Dry,Buffalo,16,0.17,0
evt_cde20cac,ZONE_D05,-1.84299,35.39546,32.3,43.1,0.0,39,50818.2,45251.8,27023.7,1386.1,12,7,Dry,Lion,16,0.15,0
evt_03e9dc28,ZONE_E04,-1.52683,35.27647,29.5,40.7,0.0,39,64081.3,61050.7,15960.6,1247.5,13,7,Dry,Buffalo,15,0.2,0
evt_5904be11,ZONE_C03,-2.01104,34.97424,28.5,40.9,0.0,35,30475.2,30424.0,3114.9,1576.9,13,7,Dry,Zebra,3,0.14,0
evt_a94ab7ee,ZONE_A03,-2.38561,35.06968,29.4,39.3,0.0,37,9521.3,25211.1,43571.3,1371.1,16,7,Dry,Buffalo,6,0.21,0
evt_227f5da9,ZONE_C03,-2.08427,35.0946,29.1,47.6,0.0,34,23989.8,17400.1,14082.4,1503.2,18,7,Dry,Lion,3,0.12,0
evt_e007640e,ZONE_B03,-2.24792,35.04466,30.4,53.2,0.0,30,5834.4,18063.7,28010.1,1369.1,18,7,Dry,Zebra,3,0.19,0
evt_dca99ac5,ZONE_B03,-2.23122,35.0795,29.6,46.9,0.0,33,7700.3,13831.2,27186.2,1382.9,19,7,Dry,Zebra,3,0.21,0
evt_302ebd61,ZONE_B04,-2.27826,35.10465,25.9,47.8,0.0,30,2560.3,13709.9,33054.2,1398.6,20,7,Dry,Zebra,1,0.33,0
evt_a79dc7d0,ZONE_B03,-2.1671,34.9724,24.6,51.0,0.0,38,14781.9,25552.9,18831.8,1391.9,20,7,Dry,Buffalo,3,0.3,0
evt_92275550,ZONE_D02,-1.79974,34.76205,22.8,54.1,0.0,40,6933.0,4217.5,34570.6,1367.9,21,7,Dry,Zebra,1,0.39,0
evt_6a1a7216,ZONE_A04,-2.32338,35.10586,19.4,49.4,0.0,24,2694.5,17251.7,37832.8,1333.9,22,7,Dry,Zebra,0,0.37,1
evt_ac51475f,ZONE_A05,-2.3823,35.4464,18.9,60.1,0.0,35,9190.2,34064.4,65325.0,1297.8,2,7,Dry,Elephant,7,0.27,1
evt_54b296e7,ZONE_A04,-2.47767,35.28213,21.5,61.2,0.0,33,19769.8,32195.8,61675.2,1295.2,3,7,Dry,Buffalo,0,0.39,0
evt_d25f440c,ZONE_C04,-2.00463,35.10263,19.4,57.0,0.0,37,32860.9,24269.1,11417.1,1520.8,3,7,Dry,Zebra,6,0.39,0
evt_30fe7f72,ZONE_E04,-1.61554,35.26736,20.6,55.4,0.0,32,63066.8,55847.5,14844.3,1298.0,4,7,Dry,Zebra,15,0.29,0
evt_0b96a959,ZONE_B03,-2.26284,35.09643,22.9,58.1,0.0,33,4163.7,13462.8,31128.5,1406.6,5,7,Dry,Buffalo,3,0.18,0
evt_c8f3fcd7,ZONE_C04,-2.00068,35.20187,23.2,51.3,0.0,37,33294.2,22163.8,22433.7,1441.6,5,7,Dry,Zebra,6,0.21,0
evt_6d01cbad,ZONE_D02,-1.83437,34.79464,23.7,58.5,0.0,40,10554.0,3867.5,29327.0,1381.1,5,7,Dry,Elephant,1,0.13,0
evt_b4b543b6,ZONE_E03,-1.55129,34.99899,23.0,54.7,0.0,33,33252.7,35411.8,44900.8,1363.1,6,7,Dry,Zebra,6,0.19,0
evt_69122fa9,ZONE_B04,-2.29685,35.12618,23.2,49.2,0.0,14,799.6,13536.6,35862.6,1399.6,7,7,Dry,None Detected,1,0.31,0
evt_30250411,ZONE_A04,-2.31428,35.19531,24.4,45.6,0.0,21,1595.7,12717.9,41136.5,1339.5,8,7,Dry,Lion,0,0.34,0
evt_2d937e18,ZONE_C03,-2.02152,35.02311,27.3,51.1,0.0,36,30976.6,27932.7,3509.9,1546.0,9,7,Dry,Elephant,3,0.16,0
evt_96135fd6,ZONE_A03,-2.33602,35.07223,27.2,48.2,0.0,27,4006.2,20743.4,38215.9,1397.3,10,7,Dry,Buffalo,6,0.18,0
evt_a7d638f6,ZONE_B05,-2.17832,35.3047,30.2,44.0,0.0,32,13565.8,11880.4,39236.6,1317.1,10,7,Dry,Zebra,5,0.13,0
evt_c97297a5,ZONE_B04,-2.25211,35.12177,33.0,39.7,0.0,38,5429.2,10446.4,31128.3,1359.9,12,7,Dry,Buffalo,1,0.15,0
